"","Target","PIDGene","InteractionType","Group","InPID"
"2852","USP10","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2853","CDH23","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2854","SRC","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2855","ZNF567","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2856","THADA","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2857","TAF1B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2858","EPB41L3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2859","DOCK10","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2860","FOXO3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2861","MAP3K8","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2862","IER5","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2863","PIM1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2864","ITGB2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2865","SNX10","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2866","PRKCH","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2867","SNX30","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2868","EIF4E","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2869","MGLL","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2870","MAT2A","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2871","TAOK3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2872","ELF1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2873","NRP1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2874","TLE4","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2875","LHFPL2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2876","NRP2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2877","HPCAL1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2878","PTP4A2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2879","ZNF12","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2880","EMC2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2881","RNF213","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2882","LIPA","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2883","ZNF878","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2884","NMI","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2885","ZNF175","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2886","JAK2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2887","MYC","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2888","CPQ","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2889","SEPT9","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2890","ZNF205","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2891","NOS2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2892","ZNF519","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2893","ZNF510","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2894","CFLAR","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2895","AP3D1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2896","MYD88","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2897","PLEKHG3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2898","ARSG","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2899","ZNF596","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2900","ZNF254","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2901","STK10","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2902","CASP4","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2903","MX1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2904","APOL6","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2905","TYK2","STAT1","PIDGeneIsPTMSubstrate","Table 6 Defects in intrinsic and innate immunity",TRUE
"2906","ZNF630","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2907","JUNB","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2908","MGAT1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2909","ZNF680","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2910","SH3BP2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2911","CCDC12","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2912","IFIT1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2913","FAM49B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2914","ERGIC1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2915","IL6ST","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2916","ELF5","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2917","TBC1D14","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2918","TNIP1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2919","SMAD3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2920","ZNF8","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2921","LAPTM5","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2922","SYK","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2923","CELF1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2924","NLRP3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2925","LITAF","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2926","IPCEF1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2927","NCOA7","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2928","CFAP46","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2929","EARS2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2930","VMP1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2931","ARID1A","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2932","ZNF200","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2933","ZNF496","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2934","IRF9","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2935","PLEKHA2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2936","TRAF1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2937","RBPJ","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2938","PRF1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2939","ZBTB7B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2940","MVP","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2941","FNDC3B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2942","CXCL11","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2943","MUC4","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2944","ZNF619","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2945","SLC25A37","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2946","ZNF79","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2947","SNRNP27","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2948","RAPGEF2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2949","BCOR","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2950","SOCS2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2951","PTPRE","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2952","ZNF713","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2953","FGFR3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2954","TRIM25","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2955","ZNF764","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2956","SH3KBP1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2957","CYP19A1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2958","JADE2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2959","IQGAP2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2960","ZNF112","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2961","ELP3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2962","FAS","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2963","LINC00299","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2964","SOCS7","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2965","NLRC5","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2966","TMX3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2967","VIP","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2968","IRF8","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2969","HLA-E","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2970","ZSWIM6","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2971","ZNF490","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2972","TIAM1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2973","SHANK2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2974","SUSD1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2975","VPS33B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2976","TACC1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2977","PTPN2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2978","NEDD9","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2979","NEK6","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2980","SLC12A8","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2981","ZNF589","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2982","UTRN","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2983","ATXN1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2984","MYO18A","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2985","HIVEP2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2986","ZFP1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2987","SOCS5","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2988","MYO9B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2989","SLC2A2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2990","ERC2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2991","TIMP1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2992","CCND2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2993","ZNF746","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2994","NABP1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2995","TNFSF8","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2996","ZNF721","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2997","HOOK2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2998","TBX21","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"2999","GSTK1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3000","ZNF425","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3001","SOCS6","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3002","MMP13","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3003","ZNF84","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3004","XXYLT1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3005","ZNF81","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3006","TNS3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3007","FYN","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3008","LMO2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3009","BCL2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3010","POLR1A","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3011","LCP2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3012","TGFBI","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3013","ZNF879","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3014","SOCS4","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3015","PTK2B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3016","ZNF230","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3017","S100A11","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3018","IL15","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3019","IGF1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3020","ISG15","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3021","PLEKHO1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3022","SLA","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3023","TCF4","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3024","TNFSF13B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3025","ZNF599","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3026","LIMS1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3027","TNFRSF8","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3028","RHOF","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3029","ZNF689","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3030","CXCL9","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3031","SOCS1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3032","NAA35","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3033","POLA1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3034","PTPRG","STAT1","PIDGeneIsPTMSubstrate","Table 6 Defects in intrinsic and innate immunity",TRUE
"3035","ZNF782","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3036","PLEC","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3037","SIK3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3038","ZNF181","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3039","SMARCA4","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3040","CCL2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3041","IFNB1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3042","RAD51B","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3043","IFNGR2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3044","LGALS3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3045","EDEM2","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3046","TLR3","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3047","ZNF25","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3048","NFKBIZ","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3049","ZNF860","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3050","CUEDC1","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3051","CDK6","STAT1","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3052","SAMD9","STAT2","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3053","CREBBP","STAT2","PIDGeneIsPTMSubstrate","Table 6 Defects in intrinsic and innate immunity",TRUE
"3054","CMTR1","STAT2","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3055","PARP9","STAT2","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3056","PIM1","STAT2","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3057","SOCS1","STAT2","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3058","EPSTI1","STAT2","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3059","TAP2","STAT2","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3060","IFI35","STAT2","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3061","PML","STAT2","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3062","DHX58","STAT2","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3063","PARP10","STAT2","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3064","IRF1","STAT2","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3065","MOV10","STAT2","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
"3066","PARP14","STAT2","PIDGeneIsTF","Table 6 Defects in intrinsic and innate immunity",TRUE
